temperature,dissolved_oxygen,ph,ammonia,risk
31.60934072833945,5.997205728377917,8.575793759734147,1.0490783632984522,Medium
21.41266021831474,8.925112181074418,8.28341910597106,1.1812358148626612,Medium
21.921704490133187,8.996966689173254,7.112394072697744,1.3908798333844168,Low
29.65797680120997,7.666227563121026,7.330242596481993,0.34858569545931756,Low
28.318771805237525,7.024927158014244,8.482893515977747,0.9511799546918767,Medium
31.371316101280605,6.248140397413848,8.91209407318471,1.3407504707700746,High
31.67575245610643,6.321207487923957,7.400163011181102,0.07526761102297087,Low
22.31434238101322,9.521107787199975,8.234286467723452,1.4515895013269728,High
24.88738037207228,8.126899524254378,7.408667433827423,0.2923123250355857,Low
21.948822580032076,8.995274987509115,6.680728047152653,1.0080228520769403,Medium
26.55727878308496,8.304393499227109,8.496779404185602,1.2090988926702348,High
25.812175685452615,8.365691592728721,8.047486511924927,0.21823120057787163,Low
22.998623037126624,9.134202623606459,8.360773132506415,1.0006277763221278,Medium
30.577480679395027,6.666920188002842,7.376747326615019,0.8574243819698116,Medium
22.09695497191486,10.0,8.005208885371415,0.7119333471532675,Medium
28.478541597217834,7.288995005841762,7.904154960001772,0.8348333069804138,Medium
28.388107411181203,7.880241394245602,6.092453503703818,0.6607089099562199,Medium
23.21877009229294,8.93871680987131,8.560209219804499,0.3585698339393577,Low
20.87454112533599,9.986218034426086,6.880781273300051,0.9962556069430737,Medium
28.355482285119173,7.572625160002604,7.9929406209821625,0.6155164235457051,Medium
32.21030576999052,6.005945298469519,6.068136219401581,0.14417131255570623,Low
30.835390258946752,6.992869162708765,6.483815337100806,0.7565567149040117,Medium
22.284681540697527,9.537861125805714,7.338468826722092,0.5777216268837589,Medium
24.52268133721815,8.603336493381356,7.085437831660171,0.1405983797809905,Low
21.77008853180773,8.97035002665694,8.72574207212282,1.052563629378017,Medium
23.988049421892793,9.453199322325196,8.336252711897384,1.0781663818469034,Medium
26.74042253215683,7.875154461419136,6.289172886460498,1.354877570850324,Low
26.836644347504166,7.085346484152575,6.917869872451957,0.873037157723425,Medium
22.651591744088474,8.48149354957923,8.27555858950563,1.081999804366896,Medium
26.481395596626555,8.066507393773755,7.752293906738206,0.9782714363166818,Medium
21.266664817098338,9.709638372348657,6.124842521585677,0.7460463206743332,Medium
24.947918184991778,8.694060074077221,6.310208903167655,0.885590412544791,Medium
22.55889452805329,8.769043670881251,7.743183419101185,0.5268360087569073,Medium
28.86373237222125,7.229768939784239,8.875677639724337,0.7286321210449214,Medium
31.741028408754293,6.896754761320903,7.459974992514481,0.7411534215882362,Medium
34.067396824624744,5.2850118925966445,7.420468203170861,0.4077937380069214,Medium
24.97353496013828,8.300260881868672,7.31673438091514,0.04220199902169234,Low
32.39437886291537,6.3602106248480625,6.420747266995832,0.8355138538731836,Medium
21.628636117031654,9.268255210353837,6.843701351517025,0.9925397256909336,Medium
30.90491921430324,6.793661496445471,6.323222837867689,1.3748576492550357,Low
23.45320986342321,8.48147865985685,7.66455740817445,0.5626742029550338,Medium
32.446846146986196,6.685190757772313,6.951416678468146,1.42982009865392,Low
24.36376757210178,8.612550779540422,6.767895271702808,1.4047049193729553,Low
22.469117263730272,9.03177308071053,7.305291180009114,1.4886395904431973,Low
33.37515899382371,6.776997930058104,8.672377472635574,1.3412354931498163,High
27.782875405796737,8.318138249114392,8.316037296332965,0.995875282119964,Medium
25.60486593310565,8.532918439299111,8.240368834047079,0.4010661687250684,Low
34.052197258006686,5.100261222975162,6.368273797234458,1.24835788146611,Medium
22.29926474936741,9.118626914621784,7.798148374562531,1.313097440847822,Low
22.9465199857186,8.668680494806507,8.332214514723532,1.4580213748308413,High
27.511117793035133,7.664943212827203,6.041808863124604,0.35218748469829436,Low
21.977333266797814,9.728769416599086,6.365497513885593,0.7644315981147431,Medium
30.413936534643298,6.266412509395197,6.599326954980173,1.2081455440115714,Low
30.731106944237027,6.11747155785911,6.3931732546719395,0.19439316743901347,Low
33.91343826509761,5.583883803803928,6.902846075342819,0.7379902275737846,Medium
29.942963191453735,7.685810096285251,6.859338680646165,1.3879645596749204,Low
20.372892370793846,10.0,7.901925335043256,0.1677871315886224,Low
22.10509395595869,9.482585978281845,8.898695736429545,0.8981034043192155,Medium
33.99534832400317,5.6577038220244615,7.402144804665875,1.1792975393857592,Medium
20.267551759654815,10.0,8.488285844648209,1.197257461604491,Medium
23.489611129496506,8.871783700878595,7.818047462100033,1.3029310411262567,Low
29.046607360080884,7.021298078292698,7.122552130221548,0.6445643086965297,Medium
29.778965383699614,6.1874461892118005,7.361690646228899,0.3792809487975236,Low
23.549935444963715,8.386626577283566,8.449706290271731,0.1668643389826462,Low
20.998382854327673,9.516360665307683,6.4385197325780945,1.2387496437799486,Low
24.655020108861116,8.48085504437061,8.762911417462352,0.25664226687556446,Low
24.270801235069033,8.65184814722127,6.346470190996065,0.041510544341295655,Low
20.830931137463903,9.866805603573956,6.160145797881526,0.8908042860053471,Medium
